marque,version,annee,kilometrage,energie,emission_C02,consommation_mixte,transmission,portes,puissance_fiscale,places,lieu,prix
Renault,Talisman Blue dCi 150 Intens,2019,28000,Diesel,120,4.6,Manuelle,4,8,5,28160,18500
Suzuki,S-Cross 1.6L DDiS Allgrip Auto TCSS Style,2017,25500,Diesel,120,4.6,Semi automatique,4,6,5,59800,21000
Peugeot,207 CC 1.6 VTi 120ch Sport,2010,100000,Essence,150,6.5,Manuelle,2,7,4,68210,5900
Citroën,C4 PureTech 130 S&S EAT8 Feel,2021,5000,Essence,null,null,Automatique,4,7,5,25200,29600
Renault,Talisman Tce 150 Energy EDC Limited,2017,43700,Essence,130,5.8,Automatique,4,8,5,03400,16500
Citroën,DS4 PureTech 130 S&S BVM6 Performance Line,2018,29980,Essence,116,5.0,Manuelle,4,7,5,78711,20250
Toyota,RAV4 150 VVT-i GX,2005,225000,Essence,207,8.7,Manuelle,2,10,4,29120,7000
MEGANE,Mégane 1.6i 16V Expression A,2017,45800,Essence,175,7.3,Automatique,4,7,5,69100,15000
Mini,Mini Cabriolet D 112 ch Cooper,2012,93000,Diesel,105,4.0,Manuelle,2,5,4,85490,12500
Mercedes,Classe A 180 BlueEFFICIENCY Sensation,2015,77500,Essence,133,5.7,Manuelle,4,7,5,78650,15390
Peugeot,308 PureTech 110ch S&S BVM6 Allure,2020,16000,Essence,null,null,Manuelle,4,6,5,57130,19200
Renault,Mégane Estate 1.9 dCi 120 Confort Authentique,2004,280000,Diesel,141,5.4,Manuelle,4,7,5,62140,800
BMW,Z3 2.2i A,2001,105000,Essence,229,9.6,Automatique,2,11,2,14500,19900
Citroën,C4 Aircross HDi 150 Confort,2012,199500,Diesel,141,5.4,Manuelle,4,8,5,11000,7900
Renault,21 GTS,1987,99500,Essence,null,null,Manuelle,4,7,5,91580,1250
Kia,Stonic 1.0 T-GDI 120 ch ISG Active Business,2020,5500,Essence,null,null,Manuelle,4,6,5,06200,19000
Audi,A3 Cabriolet 2.0 TDI 140 DPF Ambiente S-Tronic A,2011,156000,Diesel,134,5.6,Semi automatique,2,8,4,vendeur,11500
BMW,Touring 320d 177 ch Confort,2009,230000,Diesel,130,4.9,Manuelle,4,9,5,83570,5000
Peugeot,2008 BlueHDi 120ch S&S EAT6 Allure,2019,19700,Diesel,102,4.0,Automatique,4,6,5,72300,18000
Ford,Focus SW 1.5 TDCi 120 S&S Executive,2018,99000,Diesel,99,3.8,Manuelle,4,6,5,73200,10290
Fiat,Tipo 1.4 95 ch,2016,7700,Essence,133,5.7,Manuelle,4,5,5,94420,9000
Citroën,C4 Cactus PureTech 130 S&S BVM6 Shine,2018,71000,Essence,114,5.0,Manuelle,4,7,5,69009,13000
Citroën,DS3 PureTech 110 BVA So Chic,2019,13950,Essence,119,5.2,Automatique,2,6,5,13009,15900
BMW,X6 M Competition 625ch BVA8,2020,11000,Essence,null,null,Automatique,4,57,5,78000,149000
VOLKSWAGEN,1.4 TDI 90 BMT DSG7  CONFORTLINE,2015,103000,Diesel,92,3.5,Automatique,2,null,5,vendeur,8900
Kia,Venga 1.4 CRDi 90 ch Active,2010,140000,Diesel,124,4.7,Manuelle,4,5,5,47520,5300
Mini,Mini 1.6 D - 110 Cooper,2009,136000,Diesel,104,3.9,Manuelle,2,5,4,83640,8500
Peugeot,308 SW 2.0 BlueHDi 150ch S&S EAT6 GT Line,2017,145000,Diesel,112,4.3,Automatique,4,8,5,78110,12990
Audi,A3 1.9 TDI - 101 Ambiente,2002,396000,Diesel,135,5.0,Manuelle,2,6,5,37000,4300
Mercedes,C 270 CDI Avantgarde Pack Luxe A,2002,218000,Diesel,189,7.1,Automatique,4,10,5,97438,5900
Opel,Mokka 1.7 CDTI - 130 ch FAP 4x2 ecoFLEX Start&Stop Cosmo,2013,120000,Diesel,120,4.5,Manuelle,4,7,5,vendeur,8600
Audi,A7 Sportback V6 3.0 BiTDI 326 Tiptronic 8 Quattro Compétition,2016,89000,Diesel,167,6.3,Automatique,4,21,4,39100,38500
Dacia,Dokker 1.5 dCi 90 Advance,2019,21000,Diesel,108,4.1,Manuelle,4,5,5,41360,15700
Toyota,Yaris Hybride 100h Attitude,2015,103000,Hybride,82,3.6,Automatique,4,3,5,04700,10000
Hyundai,i30 1.4 CRDi 90 Blue Drive Pack Inventive,2013,173200,Diesel,105,4.0,Manuelle,4,5,5,45000,6700
Hyundai,Tucson 1.6 CRDi 136 HTRAC hybrid 48V DCT-7 N Line Executive,2020,26000,Diesel,null,null,Automatique,4,7,5,22300,27500
Mini,Mini 1.6i - 120 Cooper,2009,83700,Essence,129,5.4,Manuelle,2,6,4,05230,8700
BMW,320 d,2000,307110,Diesel,152,5.7,Manuelle,4,7,5,60280,1700
Peugeot,Partner Tepee 1.6 HDi FAP 90ch Outdoor,2015,95000,Diesel,135,5.2,Manuelle,4,5,5,15600,11990
BMW,Cab 320d 184 ch Confort,2010,90000,Diesel,135,5.1,Manuelle,2,10,4,06000,13500
Opel,Zafira 1.8 Cosmo Pack,2006,164200,Essence,187,7.8,Manuelle,4,9,7,63240,3800
Honda,HR-V 1.5  i-VTEC CVT Executive,2018,30000,Essence,121,5.3,Automatique,4,7,5,75010,19500
Mercedes,GLA 180 7-G DCT Fascination,2018,27000,Essence,138,6.3,Automatique,4,7,5,06330,26900
Peugeot,3008 1.6 BlueHDi 120ch S&S EAT6 Access Business,2015,62500,Diesel,109,4.2,Automatique,4,6,5,17290,13490
Renault,Twingo II 1.5 dCi 75 eco2 Authentique,2011,106600,Diesel,85,3.3,Manuelle,2,4,4,06600,4500
Mercedes,Classe GLC 350 e 7G-DCT 4Matic Sportline,2019,30020,Hybride,62,2.6,Automatique,4,10,5,06160,45900
BMW,Gran Coupé 420d 190 ch Business A,2016,85500,Diesel,106,4.0,Automatique,4,10,5,33000,23900
Volkswagen,Golf 1.0 TSI 115 BVM6 Confortline,2019,45000,Essence,104,4.7,Manuelle,4,6,5,38500,16500
Ford,Mustang Fastback V8 5.0 GT,2007,92000,Essence,277,12.4,Manuelle,2,36,4,33120,25000
Toyota,Yaris Hybride 100h 20eme anniversaire,2019,47000,Hybride,84,3.6,Automatique,4,3,5,06300,16000
Mazda,RX7 DX,1982,100000,Essence,02,null,Manuelle,2,13,4,30100,10000
Renault,Mégane IV Berline TCe 140 FAP Business,2019,31000,Essence,120,5.2,Manuelle,4,7,5,78000,14570
MG,MG F 1.8i VVC,2000,160860,Essence,190,7.8,Manuelle,2,9,2,22000,12990
Renault,5 Turbo 2,1990,90000,Essence,null,null,Manuelle,2,6,2,81200,13000
Renault,Clio 2.0 16V 200 Renault Sport,2007,149000,Essence,199,8.4,Manuelle,2,12,5,81200,7000
Audi,A6 Avant V6 3.0 TDI DPF 245 Quattro Business Line S Tronic A,2013,178000,Diesel,156,5.9,Semi automatique,4,15,5,95470,17700
Suzuki,Swift 1.3 DDiS GL,2013,129000,Diesel,109,4.2,Manuelle,4,4,5,38670,7800
Peugeot,208 1.2 PureTech 110ch S&S BVM5 Allure,2015,75375,Essence,99,4.3,Manuelle,4,5,5,38670,11400
Audi,A6 Allroad Quattro V6 3.0 BITDI DPF 313 Ambition Luxe Tiptronic A,2012,195500,Diesel,176,6.7,Automatique,4,20,5,34070,18900
Fiat,Croma 1.9 8V Multijet Collezione,2005,320000,Diesel,160,6.1,Manuelle,4,7,5,85160,1800
Peugeot,607 2.2 HDi 16v Exécutive,2005,369000,Diesel,177,6.6,Manuelle,4,8,5,85160,1000
Land-Rover,Range Rover Sport Mark V SDV6 3.0L 306ch Autobiography Dynamic A,2017,102000,Diesel,185,7.0,Automatique,4,20,5,74100,53000
Peugeot,308 CC 2.0 HDi 163ch FAP Féline,2011,158000,Diesel,149,5.7,Manuelle,2,9,4,06200,7990
Renault,Clio III dCi 70 eco2 Authentique,2009,208000,Diesel,120,4.5,Manuelle,4,4,5,91430,3650
Peugeot,508 SW 1.6 e-HDi 112ch FAP BMP6 BLUE LION Access,2011,212000,Diesel,110,4.3,Semi automatique,4,6,5,37210,5000
Alfa,MiTo 1.4 T-Jet 155 Distinctive,2009,235000,Essence,153,6.5,Manuelle,2,9,4,06220,3900
Toyota,Aygo 1.0 VVT-i x-shift x-play x-app,2019,6700,Essence,null,null,Semi automatique,4,4,4,37540,10900
Renault,Clio TCe 100 Business,2020,8861,Essence,null,null,Manuelle,4,5,5,97420,14600
Renault,Super 5 Saga,1995,75500,Essence,null,null,Manuelle,4,5,5,29870,3000
Citroën,C2 1.1i,2006,205000,Essence,138,5.8,Manuelle,2,4,4,91700,2500
VOLKSWAGEN,Golf 1.6i,2001,168000,Essence,166,6.9,Manuelle,4,7,5,91000,2800
Ford,Mustang Fastback V8 5.0 421 GT A,2016,92000,Essence,281,12.0,Automatique,2,33,4,95190,42000
Citroën,C4 Picasso HDi 110 FAP Airdream Airplay BMP6,2010,190000,Diesel,135,5.1,Semi automatique,4,6,5,44600,3400
Peugeot,2008 PureTech 130ch S&S BVM6 Signature,2019,26000,Essence,112,5.1,Manuelle,4,7,5,03000,14800
Ford,C-MAX 1.0 EcoBoost 125 S&S Business Nav,2016,61000,Essence,117,5.1,Manuelle,4,6,5,40320,11900
Toyota,Auris 126 D-4D FAP Dynamic,2010,148000,Diesel,138,5.2,Manuelle,4,7,5,97434,4200
Mercedes,190 E 2.0,1983,245000,Essence,null,null,Manuelle,4,9,5,06500,2900
Renault,Kadjar TCe 140 FAP EDC Black Edition,2020,17700,Essence,null,null,Automatique,4,7,5,62880,26000
Fiat,Punto 90 Sporting,1996,150000,Essence,null,null,Manuelle,2,7,5,40400,3000
Ford,EcoSport 1.0 EcoBoost 125 BVM6 Executive,2018,16900,Essence,119,5.2,Manuelle,4,6,5,56100,17000
Mercedes,Classe E 220 CDI Avantgarde A,2007,413000,Diesel,177,6.7,Automatique,4,10,5,29560,4900
Mini,Mini 1.6 D - 110 Cooper,2010,126000,Diesel,104,3.9,Manuelle,2,5,4,83210,6500
Ford,Fusion 1.4 TDCi 68 Plus,2008,152000,Diesel,120,4.6,Manuelle,4,4,4,44100,3200
Renault,Clio TCe 90 - 21 Intens,2021,990,Essence,null,null,Manuelle,4,5,5,94420,18250
Fiat,500C 1.2 8V 69 ch Club Dualogic,2015,60000,Essence,113,null,Semi automatique,2,4,4,57950,12000
Renault,Mégane CC 1.6 16V Confort Authentique,2003,164000,Essence,164,6.9,Manuelle,2,7,4,94350,2500
Fiat,500 0.9 8V 85 ch TwinAir S&S Club,2015,61000,Essence,92,4.0,Manuelle,2,4,4,01000,8000
Opel,Corsa 1.2 75 ch BVM5,2021,5200,Essence,null,null,Manuelle,4,4,5,68400,15495
BMW,Touring 318d 143ch Confort,2008,259000,Diesel,125,4.8,Manuelle,4,7,5,48300,4500
Renault,5 TL,1982,181000,Essence,null,null,Manuelle,4,4,5,38210,3400
Renault,Mégane Scénic 1.9 D Aida,2013,151,Diesel,null,null,Manuelle,4,5,5,13120,5000
Suzuki,Jimny 1.3i VVT JLX,2017,14600,Essence,162,7.1,Manuelle,2,6,4,47200,19900
Mazda,Mazda5 1.6 MZ-CD 115 7pl Dynamique,2015,127000,Diesel,138,5.2,Manuelle,4,6,7,34140,9000
Citroën,C4 Picasso BlueHDi 120 S&S 94g Business,2017,45000,Diesel,94,3.6,Manuelle,4,6,5,78990,18200
megane,Mégane Cabriolet 1.6i 16V Privilège,2005,79500,Essence,165,7.0,Manuelle,2,7,4,31000,2290
Chevrolet,Camaro Coupé V8 6.2 405ch A,2011,87000,Essence,304,13.1,Automatique,2,32,4,33480,35000
Opel,Zafira 1.9 CDTI - 100 ch FAP Enjoy,2007,150000,Diesel,159,6.0,Manuelle,4,6,7,44600,3000
Renault,Laguna 2.0 dCi 130 Black Edition,2012,94500,Diesel,126,4.5,Manuelle,4,7,5,14000,8950
Hyundai,Tucson 2.0 CRDi 2WD 136 World Cup,2006,185000,Diesel,184,7.0,Manuelle,4,8,5,81160,5500
Volvo,S70 2.5 TDI Summum,1998,200020,Diesel,null,6.3,Manuelle,4,8,5,64210,7600
Alfa,GTV 2.0i 16V TS L,2002,65000,Essence,220,9.2,Manuelle,2,10,4,74560,7500
Dodge,null,2008,104000,Diesel,228,8.6,Manuelle,4,12,5,60000,11800
Citroën,C5 1.6 HDi 110 FAP,2005,138000,Diesel,139,5.4,Manuelle,4,6,5,13560,4500
Opel,Grandland X 1.2 Turbo 130 ch Ultimate,2019,19500,Essence,null,null,Manuelle,4,7,5,38320,21000
Mercedes,Classe CLA 180 d Business 7G-DCT A,2016,72000,Diesel,100,3.8,Automatique,4,5,5,44000,20500
Citroën,C5 Aircross PureTech 130 S&S BVM6 Shine,2019,18500,Essence,118,5.3,Manuelle,4,7,5,35500,26490
Audi,A3 Sportback 2.0 TDI 150 S Line,2018,52000,Diesel,112,4.3,Manuelle,4,8,5,64300,25500
Renault,Twingo 1.2,2008,99980,Essence,138,5.8,Manuelle,2,4,4,75015,3100
Volkswagen,Golf 1.6 TDI 110 BlueMotion Technology FAP Confortline Business,2014,139000,Diesel,85,3.2,Manuelle,4,5,5,75015,10200
Mercedes,Classe C 160 Sportline,2018,34900,Essence,129,5.6,Manuelle,4,7,5,49120,26900
BMW,X3 xDrive 20i 184ch BVA8 Luxury,2020,18000,Essence,null,null,Automatique,4,10,5,78740,51000
Seat,Altea 1.9 TDI 105 ch Réference,2009,185000,Diesel,139,5.4,Manuelle,4,6,5,34000,4290
Citroën,C3 1.4 HDi,2006,88300,Diesel,115,4.4,Manuelle,4,4,5,62300,3800
Audi,A1 1.4 TFSI 122 Ambition,2011,82450,Essence,124,5.3,Manuelle,2,6,4,13110,10350
Peugeot,406 Coupé 2.0i,2000,243000,Essence,197,8.3,Manuelle,2,9,4,40320,2000
Nissan,X-TRAIL 1.6 dCi 130 5pl Acenta,2016,67833,Diesel,129,4.9,Manuelle,4,7,5,63000,16600
Peugeot,205 1.7 D Génération 205,1997,10000,Diesel,null,null,Manuelle,4,4,5,,null
Peugeot,3008 BlueHDi 130ch S&S EAT8 Active Pack,2021,25000,Diesel,null,null,Automatique,4,7,5,34260,1
Peugeot,5008 1.6 e-HDi 112ch FAP BMP6 BLUE LION Active 7pl,2020,25000,Diesel,115,null,Automatique,4,6,7,34500,1
Volkswagen,Tiguan 2.0 TDI 150ch DSG7 R-Line,2021,15500,Diesel,null,null,Automatique,4,8,5,vendeur,44500
Porsche,944 Luxe,1986,138000,Essence,null,null,Manuelle,2,14,4,77310,4300
Renault,Koleos dCi 130 4x2 Energy Intens,2017,89500,Diesel,120,4.6,Manuelle,4,7,5,60500,17200
Peugeot,108 VTi 72ch S&S BVM5 Like,2021,70,Essence,null,null,Manuelle,4,4,4,49120,10900
Seat,Cordoba 1.9 SDI Signo,2000,467000,Diesel,null,5.0,Manuelle,4,4,5,17100,890
Alfa,147 1.9 JTD M-JET 120 Distinctive,2006,325000,Diesel,153,5.8,Manuelle,4,7,5,67210,2800
Jaguar,XJ6 3.0 V6 A,2005,85000,Essence,null,10.5,Automatique,4,16,4,13127,10800
Fiat,Punto 1.2 8V 65 Cult,2010,93000,Essence,135,5.7,Manuelle,2,4,4,51300,3500
CITROëN,474,2010,254000,Diesel,129,null,Manuelle,4,null,5,91810,3900
Peugeot,307 1.6 HDi - 110 Griffe,2005,252000,Diesel,126,4.6,Manuelle,4,6,5,91810,2000
Audi,A4 Avant 2.0 TDI 143 Ambiente,2013,190000,Diesel,124,4.7,Manuelle,4,7,5,89100,10200
Renault,Mégane IV Berline TCe 140 FAP Intens,2019,31000,Essence,120,5.2,Manuelle,4,7,5,78000,15990
Renault,Scenic 1.9 dCi 130 Exception,2008,240000,Diesel,159,6.0,Manuelle,4,8,5,69008,1400
Citroën,C4 Picasso HDi 110 FAP Pack,2008,280000,Diesel,145,5.5,Manuelle,4,6,5,21130,2500
Ford,Fiesta 1.4 TDCi Fun,2007,326000,Diesel,119,4.5,Manuelle,2,4,5,62360,500
Volvo,C30 2.0D 136 ch Kinetic,2010,55000,Diesel,151,5.7,Manuelle,2,8,4,60000,7999
Ford,EcoSport 1.5 TDCi 90 FAP Titanium,2015,35000,Diesel,120,4.6,Manuelle,4,5,5,06690,10500
Mercedes,Classe CLA Shooting Brake 220 CDI Fascination 7-G DCT A,2015,117800,Diesel,112,4.3,Automatique,4,9,5,50430,20500
Audi,A3 SportBack 2.0 TDI 170 Ambiente DPF,2007,214000,Diesel,154,5.8,Manuelle,4,10,5,94460,6700
Audi,A1 Sportback 1.6 TDI 116,2017,128000,Diesel,97,3.7,Manuelle,4,5,4,38210,12990
Jeep,Compass 2.0 I MultiJet II 140 ch Active Drive BVA9 Limited,2017,60000,Diesel,148,5.7,Automatique,4,8,5,81100,23000
Autres,A112 Junior,2017,11700,Essence,null,null,Manuelle,2,4,5,80000,7000
Peugeot,308 1.2 PureTech 110ch S&S BVM5 Allure,2015,73200,Essence,97,4.1,Manuelle,4,5,5,51100,12400
Renault,Mégane 1.9 DCI Expression,2004,200000,Diesel,139,5.2,Manuelle,4,6,5,59200,1700
Citroën,DS3 Crossback PureTech 100 S&S BVM6 Performance Line+,2020,9500,Essence,106,4.6,Manuelle,4,5,5,35132,26200
Peugeot,5008 1.6 HDi 112ch FAP BVM6 Access 5pl,2013,211300,Diesel,135,5.2,Manuelle,4,6,7,44300,5500
Opel,Zafira 2.0 DTI 16V- 100 Comfort,2001,326801,Diesel,178,6.6,Manuelle,4,7,7,34160,600
Citroën,Saxo 1.6i Exclusive A,1997,43121,Essence,null,null,Automatique,2,6,5,71250,2700
Citroën,C3 VTi 68 PureTech Attraction,2014,78500,Essence,99,4.3,Manuelle,4,4,5,30130,7000
BMW,Gran Turismo 320d 184 ch 129 g Modern A,2013,150000,Diesel,129,4.9,Automatique,4,10,5,26240,14500
Citroën,C1 VTi 72 S&S Feel,2021,50,Essence,null,null,Manuelle,2,4,4,67310,11500
Citroën,DS3 e-HDi 110 Airdream Just Mat,2013,72000,Diesel,99,3.5,Manuelle,2,5,5,13008,9000
Audi,S5 4.2 FSi V8 Quattro,2007,161000,Essence,298,12.4,Manuelle,2,27,4,56270,17000
Audi,Q2 30 TDI 116 S tronic 7 Design,2021,1000,Diesel,125,null,Automatique,4,6,5,60430,35790
Dacia,Dokker TCe 115 Silver Line,2017,20700,Essence,130,5.7,Manuelle,4,6,5,50400,13700
Autres,Artega GT,1972,81800,Essence,211,8.9,Semi automatique,2,null,2,38210,16800
BMW,X1 xDrive 18d 150 ch BVA8 xLine,2020,8000,Diesel,null,null,Automatique,4,8,5,vendeur,45500
Hyundai,i10 1.2 87 BVM5 Creative,2019,16000,Essence,125,5.5,Manuelle,4,5,5,34470,10800
Ford,Mustang Fastback V8 5.0 421 GT,2014,5500,Essence,299,13.5,Manuelle,2,33,4,16160,104500
Citroën,C4 PureTech 130 S&S BVM6 Feel Pack,2021,4600,Essence,null,null,Manuelle,4,7,5,25230,22900
Citroën,C5 2.0 HDi 110,2004,258537,Diesel,147,5.6,Manuelle,4,6,5,18000,800
Kia,Sportage 1.6 CRDi 136ch MHEV DCT7 4x2 GT Line Premium,2020,23000,Diesel,null,null,Automatique,4,7,5,38840,28500
Nissan,Juke DIG-T 117 DCT7 N-Connecta,2020,15200,Essence,113,4.9,Automatique,4,6,5,48000,20800
Ford,Escort 1.6i Ghia,1994,97393,Essence,null,null,Manuelle,4,7,5,56000,3000
Mini,Mini D 112 ch Cooper,2012,124000,Diesel,99,3.8,Manuelle,2,5,4,11100,8990
Renault,Clio 1.5 dCi 70 Authentique,2007,342000,Diesel,120,4.5,Manuelle,2,4,5,47000,1900
Mercedes,Classe A 200 d 8G-DCT AMG Line,2020,27500,Diesel,104,3.9,Automatique,4,7,5,38690,32400
Peugeot,3008 BlueHDi 130ch S&S EAT8 Active,2019,18600,Diesel,102,4.0,Automatique,4,6,5,97410,33000
Auto,207 CC 1.6 HDi 110ch FAP BLUE LION Féline,2009,150000,Diesel,130,5.0,Manuelle,2,6,4,77500,4400
Renault,Captur TCe 90 Energy Intens,2018,46000,Essence,113,5.1,Manuelle,4,5,5,33640,11500
Toyota,Yaris Hybride 116h Collection,2020,30000,Hybride,null,null,Automatique,4,5,5,33660,20500
Peugeot,308 1.6 HDi 92ch FAP Access,2012,186000,Diesel,110,4.2,Manuelle,4,5,5,59290,4500
Citroën,C4 HDi 90 Business,2012,134500,Diesel,106,4.2,Manuelle,4,5,5,29670,6900
Audi,A3 Sportback 2.0 TDI 150 S tronic 6 Design Luxe,2016,89500,Diesel,120,4.6,Semi automatique,4,8,5,76330,22000
Citroën,Xsara 1.4i SX,2000,97000,Essence,159,6.7,Manuelle,4,5,5,vendeur,3500
Kia,Picanto 1.0 LX,2007,116000,Essence,118,4.9,Manuelle,4,4,5,34500,2900
Kia,Cee'd 1.0 T-GDI 100 ch ISG Active,2018,58000,Essence,113,4.9,Manuelle,4,5,5,97180,10500
Renault,Espace Blue dCi 160 EDC Intens,2020,105000,Diesel,null,null,Automatique,4,8,7,42400,36500
Auto,Carnival 2.9 CRDI EX Major,2004,224000,Diesel,217,8.2,Manuelle,4,9,7,34200,4000
Ford,Mondeo SW 2.0 TDCi 150 Business Nav PowerShift A,2017,64000,Diesel,123,4.9,Automatique,4,8,5,31130,17000
Fiat,500C 1.2 69 ch 500-60th,2018,35000,Essence,115,4.9,Manuelle,2,4,4,36000,12950
Citroën,Axel 1.1 Base,1995,227500,Essence,null,null,Manuelle,2,6,5,16140,3000
MERCEDES,null,null,280,Diesel,null,null,Automatique,null,null,null,75015,2300
Ferrari,348 TB QV,1990,80000,Essence,null,null,Manuelle,2,21,2,89250,62500
Jaguar,Daimler 4.0 A,1997,174533,Essence,null,null,Automatique,4,21,5,41200,10000
Auto,MiTo 0.9 Twin Air Start & Stop 105 Imola,2018,31000,Essence,99,4.2,Manuelle,2,5,4,18240,12500
Peugeot,407 Coupé 2.7 HDi 24V 204ch FAP Sport A,2006,190600,Diesel,225,8.5,Automatique,2,13,4,31590,1600
Peugeot,308 1.6 BlueHDi 120ch S&S EAT6 Access Business,2016,71500,Diesel,95,null,Automatique,4,6,5,76120,14000
Opel,Astra Cabriolet 1.6 16V Twinport Bertone Pack,2003,273600,Essence,175,7.3,Manuelle,2,6,4,70000,2990
Audi,A6 Allroad Quattro V6 3.0 TDI 272 S Tronic Avus,2016,132000,Diesel,149,5.6,Semi automatique,4,16,5,82000,35000
Mercedes,A160 Avantgarde,1999,175000,Essence,172,7.2,Manuelle,4,7,5,06000,3300
Mercedes,Classe B 180 d Fascination,2016,52000,Diesel,106,4.1,Manuelle,4,5,5,44190,17700
Renault,Mégane Scénic 1.6e Alizé,1999,230000,Essence,null,null,Manuelle,4,7,5,89240,800
Peugeot,406 Coupé 2.0i,1998,246800,Essence,197,8.3,Manuelle,2,9,4,13580,4800
Citroën,Xsara Picasso 2.0 HDi 90 Exclusive,2002,290000,Diesel,147,5.5,Manuelle,4,5,5,66300,1600
Citroën,DS5 BlueHDi 180 S&S So Chic EAT6,2015,145000,Diesel,118,4.5,Automatique,4,9,5,13400,14500
Renault,4 GTL Clan,1988,175800,Essence,null,null,Manuelle,4,4,5,91330,6500
Opel,Crossland X 1.2 83 ch Edition,2019,10368,Essence,116,5.1,Manuelle,4,5,5,78210,18000
Audi,A3 1.6 TDI 110 Sport,2016,120000,Diesel,107,4.0,Manuelle,2,5,5,21500,14500
Dacia,Lodgy TCe 130 FAP 7 places 15 ans,2021,2000,Essence,146,null,Manuelle,4,7,7,14000,17980
Peugeot,3008 1.6 BlueHDi 120ch S&S EAT6 GT Line,2017,53000,Diesel,108,4.2,Automatique,4,6,5,94500,24990
Renault,Twingo 1.2i Initiale,2000,143000,Essence,null,6.2,Manuelle,2,4,4,64200,2750
Auto,Kangoo 1.5 dCi 105 eco2 Expression,2009,234000,Diesel,146,5.5,Manuelle,4,6,5,75018,5200
Mercedes,Classe CLA Shooting Brake 200 Business Edition,2018,35000,Essence,156,6.7,Manuelle,4,9,5,44100,24490
Volvo,440 2.0i Côté Sud A,1995,224000,Essence,null,null,Automatique,4,10,5,53300,1000
Chrysler,Crossfire 3.2 V6 Black,2007,87000,Essence,250,10.4,Manuelle,2,15,2,11300,12500
Renault,Safrane 2.5i Pack Cuir,1999,195000,Essence,244,10.3,Manuelle,4,11,5,59630,3400
Chrysler,Crossfire 3.2 V6 Limited A,2004,120000,Essence,243,10.1,Automatique,2,15,2,47120,9500
Porsche,Panamera Turbo S V8 4.8 570 Executive PDK,2015,148000,Essence,245,null,Semi automatique,4,48,4,78480,52900
Auto,2008 1.6 VTi 120ch BVM5 Allure,2015,52000,Essence,135,5.9,Manuelle,4,7,5,77000,9800
Renault,CLIO IV SOCIETE DCI 75 ENERGY AIR,2016,78500,Diesel,85,3.3,Manuelle,4,4,2,46500,7250
PEUGEOT,407  2L  16V  Essence,null,153000,Essence,null,null,Manuelle,4,null,null,67200,2950
Voiture,null,null,null,null,null,null,null,null,null,null,null,null
Renault,Twingo 1.2i Initiale,2001,184281,Essence,138,5.8,Manuelle,2,4,4,79230,2000
Toyota,Aygo 1.0 VVT-i x,2015,34500,Essence,95,4.1,Manuelle,4,4,4,69300,7780
Auto,2008 1.6 VTi 120ch BVM5 Allure,2015,52000,Essence,135,5.9,Manuelle,4,7,5,77170,10000
Mercedes,SLK230 K,1999,173000,Essence,220,9.3,Manuelle,2,12,2,17240,6900
BMW,525d Excellis A,2008,220780,Diesel,172,6.5,Automatique,4,12,5,71000,7890
Citroën,C5 Aircross BlueHDi 130 S&S BVM6 Business,2021,1230,Diesel,null,null,Manuelle,4,7,5,31770,30900
Mercedes,E200 K Elégance,2001,170000,Essence,218,9.1,Manuelle,4,11,5,13190,3500
Audi,RS3 Berline 2.5 TFSI 400 S tronic 7 Quattro,2017,44000,Essence,191,8.5,Semi automatique,4,29,5,29900,57900
Nissan,Qashqai 1.6 dCi 130 FAP Stop/Start Connect Edition,2013,125000,Diesel,119,4.5,Manuelle,4,7,5,06670,8700
BMW,Coupé 320d 177ch Confort Steptronic A,2008,172300,Diesel,149,5.7,Automatique,2,9,5,30000,8990
Peugeot,207 CC 1.6 VTi 16V 120ch Feline,2008,166000,Essence,155,6.5,Manuelle,2,7,4,42530,5500
Peugeot,206 1.6 HDi FAP Executive,2006,2770003,Diesel,171,4.8,Manuelle,4,6,5,56120,1400
Ford,Puma 1.0 EcoBoost 125 ch mHEV S&S BVM6 ST-Line X,2020,25000,Essence,97,4.3,Manuelle,4,6,5,50720,21490
Peugeot,406 2.0 HDi - 110 NavTech on board,2002,307392,Diesel,147,4.6,Manuelle,4,6,5,31510,1500
BMW,X1 xDrive 18d 150 ch BVA8 M Sport,2019,28500,Diesel,127,4.8,Automatique,4,8,5,49110,33700
Voiture,null,null,null,null,null,null,null,null,null,null,null,null
BMW,Coupé 325 Ci,2001,159000,Essence,217,9.0,Manuelle,2,12,5,97490,9800
Renault,Mégane 1.6i 16V RXT,2000,205500,Essence,165,7.0,Manuelle,4,7,5,69520,1500
Auto,Terrano 2.7 TDI SE,1988,360000,Diesel,115,9.9,Manuelle,4,10,5,vendeur,1500
Jeep,Renegade 1.4 I MultiAir S&S 140 ch Brooklyn Limited,2017,80000,Essence,140,6.0,Manuelle,4,8,5,61130,15000
Suzuki,Swift 1.3 GLX,2009,230000,Essence,140,5.8,Manuelle,2,5,4,03230,2900
Auto,DS3 HDi 110 FAP Airdream Sport Chic,2010,175000,Diesel,118,4.5,Manuelle,2,6,5,03230,6900
Subaru,Impreza 2.0i Tbo GT,1997,199000,Essence,null,null,Manuelle,4,9,5,28190,13990
Citroën,Saxo 1.1i Bic,1999,155000,Essence,155,6.5,Manuelle,2,5,5,01200,200
Renault,Captur dCi 90 Energy Business,2014,111000,Diesel,95,3.7,Manuelle,4,4,5,37290,8200
