marque,version,annee,kilometrage,energie,emission_C02,consommation_mixte,transmission,portes,puissance_fiscale,places,lieu,prix
BMW,Z4 2.2i,2004,100000,Essence,214,8.8,Manuelle,2,11,2,95470,7500
Renault,Twingo 1.2i 16V Expression,2002,99500,Essence,138,5.8,Manuelle,2,5,4,33300,2500
Volkswagen,Golf 1.6 TDI 110 BlueMotion Confortline,2015,113174,Diesel,89,3.4,Manuelle,4,5,5,62161,12000
Renault,Grand Scenic 1.9 dCi 120 Luxe Privilège,2005,211000,Diesel,154,5.8,Manuelle,4,7,7,94700,2200
Volkswagen,Coccinelle 1.4 TSI 150 BMT BVM6 Couture Exclusive,2017,71000,Essence,132,5.7,Manuelle,2,8,4,45430,16800
Renault,Super 5 Five,1987,38000,Essence,null,null,Manuelle,4,4,5,56640,2500
Peugeot,5008 1.6 HDi 115ch FAP BVM6 Active 5pl,2013,117500,Diesel,124,4.7,Manuelle,4,6,5,56520,9500
FORD,Taunus 1.6l gl 9cv,1982,148400,Essence,null,null,Manuelle,5,null,4,77170,1500
Peugeot,607 3.0i V6 Premium Pack A,2005,241000,Essence,245,10.2,Automatique,4,14,5,31180,1500
Volkswagen,Coccinelle 1.4 TSI 160 Série Spéciale Fender Edition,2013,55500,Essence,153,6.6,Manuelle,2,9,4,06500,18000
Peugeot,306 Cabriolet 1.6i,2000,152500,Essence,193,8.4,Manuelle,2,6,4,59123,3000
Auto,A1 1.6 TDI 105 Ambition Luxe,2010,116000,Diesel,103,3.9,Manuelle,2,5,5,vendeur,11000
Citroën,Xantia 1.8i 16V Plaisir,2000,93000,Essence,198,8.4,Manuelle,4,7,5,33200,1500
Audi,A3 SportBack 2.0 TDI Ambiente,2007,163000,Diesel,146,5.5,Manuelle,4,8,5,57000,6500
Peugeot,208 BlueHDi 100ch BVM6 Active,2019,67000,Diesel,95,null,Manuelle,4,5,5,54000,10800
Audi,A1 Sportback 1.4 TDI 90 ultra S tronic 7 Ambition Luxe,2017,15600,Diesel,101,3.9,Semi automatique,4,4,4,84000,23500
Auto,500 0.9 85 ch TwinAir S&S Anniversario,2018,56700,Essence,90,3.8,Manuelle,2,4,4,13110,7500
Ford,Fiesta 1.4 TDCi 70 FAP Ambiente,2011,62500,Diesel,104,4.0,Manuelle,4,4,5,38440,7290
Auto,Range Rover Evoque Mark III eD4 150 2WD e-Capability Business,null,null,Diesel,113,4.3,Manuelle,4,8,5,27630,24000
Mercedes,Classe GLS 400 9G-Tronic 4Matic Executive,2019,42000,Essence,247,10.8,Automatique,4,24,7,74800,69900
Renault,Clio E-Tech 140 - 21 Business,2021,2800,Hybride,null,null,Automatique,4,5,5,17400,19000
JAGUAR,cabriolet,1974,35000,Essence,null,null,Manuelle,2,null,2,vendeur,75000
Renault,Captur dCi 90 Energy Business,2014,50500,Diesel,95,3.7,Manuelle,4,4,5,13010,10500
Fiat,500 0.9 85 ch TwinAir S&S Dualogic Lounge,2018,68000,Essence,88,3.8,Semi automatique,2,4,4,33800,11900
Peugeot,308 1.6 HDi 110ch FAP Business Pack,2009,192000,Diesel,120,4.5,Manuelle,4,6,5,69580,5000
Auto,GT 1.9 JTD M-JET 150 Distinctive,2007,95000,Diesel,165,6.2,Manuelle,2,9,5,34170,5000
Auto,206 SW 2.0 HDi XS Premium,2004,386000,Diesel,144,5.3,Manuelle,4,5,5,86130,1700
Auto,Terrano 2.7 TD LX,1993,288822,Diesel,null,null,Manuelle,2,11,5,74960,4800
Volkswagen,Golf GTI,1980,150000,Essence,null,7.8,Manuelle,2,7,5,66000,19500
Peugeot,3008 1.6 HDi 112ch FAP Business,2012,106000,Diesel,130,5.0,Manuelle,4,6,5,62210,11000
Renault,Scenic dCi 95 Energy Life,2017,114300,Diesel,100,3.9,Manuelle,4,5,5,94440,11500
Opel,Insignia Sports Tourer 2.0 CDTI - 130 FAP EcoFLEX Connect Pack,2011,160000,Diesel,134,5.1,Manuelle,4,7,5,34590,7000
Suzuki,Grand Vitara 2.0i Luxe,2007,115500,Essence,208,9.1,Manuelle,4,9,5,74330,8700
Auto,Astra 1.6i GL,1999,234000,Essence,173,7.2,Manuelle,4,6,5,89140,400
Renault,Laguna 2.2 DCI Initiale,2003,150000,Diesel,167,6.3,Manuelle,4,9,5,60200,2000
Peugeot,508 SW 2.0 BlueHDi 150ch S&S BVM6 Allure,2015,165000,Diesel,98,3.8,Manuelle,4,7,5,22250,14000
Renault,Twingo III 0.9 TCe 90 Energy Intens,2015,50000,Essence,99,4.3,Manuelle,4,4,4,55000,7900
Citroën,DS7 Crossback PureTech 225 EAT8 Grand Chic,2018,43000,Essence,135,5.9,Automatique,4,13,5,30000,37500
Morgan,4/4 1.6 L Centenaire,1984,84000,Essence,143,6.4,Manuelle,2,null,4,vendeur,41500
Audi,A5 V6 3.0 TDI 218 S tronic 7 Quattro Design Luxe,2017,58000,Diesel,123,4.7,Automatique,2,12,4,08000,27900
Nissan,Qashqai 1.5 dCi 110 FAP Acenta,2011,177543,Diesel,129,4.9,Manuelle,4,6,5,30000,6800
Citroën,Xsara 1.9 D,2003,280000,Diesel,164,6.2,Manuelle,4,5,5,53400,1800
BMW,X4 xDrive20d 190 ch BVA8 M Sport,2020,15200,Diesel,null,null,Automatique,4,10,5,74800,56900
Volvo,XC60 Business D4 190 ch S&S Geartronic 8 Momentum Business,2015,110000,Diesel,124,4.7,Automatique,4,10,5,29690,20200
Hyundai,Galloper 2.5 TD GL,2001,220000,Diesel,288,10.9,Manuelle,2,9,5,37250,7000
Peugeot,2008 1.2 PureTech 110ch S&S EAT6 Allure,2017,23000,Essence,110,4.8,Automatique,4,6,5,59117,15000
Citroën,C3 Aircross PureTech 110 S&S BVM6 Rip Curl,2019,10000,Essence,106,null,Manuelle,4,5,5,42290,17000
Auto,Super 5 Five,1994,130000,Essence,null,null,Manuelle,4,6,5,94110,500
Porsche,Cayenne 3.2 V6 - 250 Tiptronic S,2004,180000,Essence,324,13.5,Automatique,4,19,5,78630,12000
Auto,Vitara 1.4 Boosterjet Auto Allgrip Style,2019,30000,Essence,141,6.2,Automatique,4,8,5,39360,19990
Renault,Mégane Coupé  1.9 DCI Dynamique,2001,345000,Diesel,139,5.2,Manuelle,2,6,4,82600,1000
Hyundai,ix20 1.6 CRDi 115 Blue Drive Intuitive,2014,109000,Diesel,117,4.4,Manuelle,4,6,5,43300,8400
BMW,320d 184 ch 119 g Business,2012,204000,Diesel,119,4.5,Manuelle,4,10,5,vendeur,8900
Daihatsu,Sirion 1.0 VVT S,2009,160600,Essence,118,5.0,Manuelle,4,4,5,77000,2300
Mercedes,Classe GLK 220 CDI BlueEFFICIENCY,2010,150000,Diesel,158,6.0,Manuelle,4,10,5,80260,13500
Fiat,Barchetta 1.8i 16V,1996,74400,Essence,null,8.4,Manuelle,2,9,2,26140,8400
Citroën,AX 1.5 D Prestige,1995,311000,Diesel,null,null,Manuelle,2,4,5,65100,700
BMW,735i A,1997,380000,Essence,null,12.6,Automatique,4,20,5,78630,5000
Renault,Scénic 1.9 DCI - 105 Aigle,2003,216000,Diesel,157,5.9,Manuelle,4,6,5,60400,1500
BMW,M2 Compétition 410 ch M DKG7,2018,10500,Essence,206,9.2,Automatique,2,30,4,45300,62590
BMW,X5 xDrive30d 258 ch Exclusive A,2015,93000,Diesel,156,5.9,Automatique,4,16,5,69780,34990
Auto,X3 xDrive20d 190ch BVA8 Business,2018,42000,Diesel,132,4.9,Automatique,4,10,5,21700,39900
Ford,Focus SW 1.6 TDCi 115 S&S Trend,2015,142000,Diesel,109,4.2,Manuelle,4,6,5,73400,7290
BMW,530d 245ch Excellis,2010,200000,Diesel,166,6.3,Manuelle,4,15,5,12240,13500
Land-Rover,Range Rover Evoque TD4 Pure,2012,124000,Diesel,149,5.7,Manuelle,4,8,5,34230,18500
Renault,Captur TCe 90 - 21 Zen,2021,7000,Essence,null,null,Manuelle,4,5,5,59790,19400
Audi,A4 Avant 2.0 TDI 143 DPF Ambiente,2008,232000,Diesel,143,5.4,Manuelle,4,8,5,84170,7200
Peugeot,307 SW 1.6 HDi 16v - 110 Griffe FAP,2007,100000,Diesel,134,5.0,Manuelle,4,6,5,34970,4500
Jaguar,XE D180 BVA R-Dynamic SE,2019,30414,Diesel,130,4.9,Automatique,4,10,5,64360,35600
Audi,Q3 2.0 TDI 140 ch Ambiente,2014,125400,Diesel,137,5.2,Manuelle,4,8,5,26300,13990
Auto,407 2.0 HDi 16v Confort,2006,139890,Diesel,155,5.9,Manuelle,4,8,5,76380,3700
Porsche,911 Carrera 4 Coupé 3.0i 370 PDK,2020,7900,Essence,177,null,Automatique,2,25,4,83400,128000
BMW,116d EfficientDynamics Edition 116 ch Business,2016,36000,Diesel,89,3.4,Manuelle,4,5,5,38000,15000
Peugeot,306 1.9 DT,1999,340000,Diesel,null,6.6,Manuelle,4,6,5,23000,550
Mercedes,Classe A 180 7G-DCT AMG Line,2021,3395,Essence,null,null,Automatique,4,7,5,06110,33750
Peugeot,308 1.6 BlueHDi 120ch S&S EAT6 Access Business,2017,81000,Diesel,95,null,Automatique,4,6,5,63260,13000
Mercedes,SLK 200 K,2000,103000,Essence,228,9.5,Manuelle,2,11,2,64100,11500
Renault,Clio dCi 90 Energy eco2 82g Business,2017,30300,Diesel,82,3.2,Manuelle,4,4,5,vendeur,10990
Auto,607 2.0 HDi 136 FAP Exécutive,2006,234000,Diesel,162,6.1,Manuelle,4,8,5,02350,3500
Mercedes,C 220 CDI Elégance A,2003,210000,Diesel,177,6.7,Automatique,4,9,5,84220,6500
Dacia,Duster Blue dCi 115 4x2 15 ans,2021,4900,Diesel,110,null,Manuelle,4,6,5,72000,19400
Alfa,147 1.9 JTD M-JET 120 Design TI,2008,150000,Diesel,145,5.8,Manuelle,4,7,5,85800,4300
DAIMLER,automatique,1966,120000,Essence,null,null,Automatique,4,null,5,62500,8000
Auto,Fabia 1.0 MPI 60 ch BVM5 Clever,2019,84000,Essence,110,4.9,Manuelle,4,4,5,vendeur,10500
Peugeot,306 1.8i XT A,1995,96187,Essence,null,null,Automatique,4,8,5,31300,1200
Citroën,DS4 BlueHDi 120 S&S EAT6 Be Chic,2017,140000,Diesel,102,3.9,Automatique,4,6,5,26390,12000
Volkswagen,Polo 1.2 60,2007,135000,Essence,138,5.8,Manuelle,2,4,5,76600,3200
Chevrolet,Corvette Coupé 5.7 V8 A,1986,95000,Essence,null,12.1,Automatique,2,26,5,27300,19950
Peugeot,307 CC 2.0 HDi 16V 136ch FAP Navteq on Board,2008,222000,Diesel,159,6.0,Manuelle,2,8,4,78920,3300
Auto,Tucson 1.6 CRDi 115 Creative,2019,15500,Diesel,122,4.6,Manuelle,4,6,5,74520,22990
Dacia,Logan MCV dCi 85  7 places Lauréate Euro 4,2011,186000,Diesel,137,5.2,Manuelle,4,5,7,80500,4800
Land-Rover,Range Rover Evoque TD4 180 BVA Landmark Edition,2018,63000,Diesel,134,5.1,Automatique,4,10,5,69110,33900
Audi,Q3 2.0 TDI 140 ch Ambiente,2012,170000,Diesel,137,5.2,Manuelle,4,8,5,57500,13000
Voiture,null,null,null,null,null,null,null,null,null,null,null,null
BMW,X5 xDrive30d 258 ch Exclusive A,2015,126000,Diesel,156,5.9,Automatique,4,16,7,38670,34500
BMW,525d xDrive 218ch 140g Sport Design A,2012,96200,Diesel,140,5.3,Automatique,4,12,5,42000,21900
Auto,X-TRAIL 1.6 dCi 130 5pl  Xtronic Acenta,2018,42000,Diesel,135,5.1,Automatique,4,7,5,19240,22500
Peugeot,206+ 1.1e 60ch Trendy,2009,48000,Essence,135,5.7,Manuelle,4,4,5,27130,5500
Toyota,Land Cruiser 165 D-4D VXV A,2006,200000,Diesel,240,9.0,Automatique,2,11,5,73100,16300
Peugeot,508 RXH 2.0 BlueHDi 180ch S&S EAT6,2016,165000,Diesel,119,4.6,Automatique,4,9,5,14280,13000
Peugeot,206+ 1.1e 60ch Trendy,2009,49100,Essence,135,5.7,Manuelle,4,4,5,27130,5500
Ford,Focus 1.6 TDCi 90 Ghia,2010,205000,Diesel,118,4.5,Manuelle,4,5,5,67000,3700
Dacia,Duster dCi 90 4x2 Lauréate Plus 2017,2017,43000,Diesel,115,4.4,Manuelle,4,5,5,14000,13000
Renault,Safrane 2.0i RTE,1998,250000,Essence,214,9.1,Manuelle,4,9,5,83200,1200
BMW,120d,2008,156000,Diesel,128,5,Manuelle,2,null,4,83480,8500
Volkswagen,Passat SW 1.5 TSI ACT OPF 150 DSG7 R-Line,2019,12500,Essence,null,null,Automatique,4,8,5,82340,35000
Auto,Tipo 5 Portes 1.4 95 ch,2019,14000,Essence,129,6.4,Manuelle,4,6,5,21000,12000
Auto,Laguna 1.5 dCi 110 FAP eco2 Black Edition Champion,2012,132000,Diesel,109,4.2,Manuelle,4,6,5,32170,5500
Peugeot,3008 1.6 THP 16V 156ch Féline,2010,133000,Essence,169,7.3,Manuelle,4,9,5,83600,7900
Volvo,480 2.0i S,1994,179000,Essence,null,null,Manuelle,2,9,4,45210,950
Citroën,C3 PureTech 83 S&S BVM5 C-Series,2020,1800,Essence,null,null,Manuelle,4,4,5,78960,15700
Auto,Crossland X 1.2 Turbo 110 ch BVA6 Design 120 ans,2019,23000,Essence,114,5.6,Automatique,4,6,5,29770,16500
Ford,EcoSport 1.0 EcoBoost 125ch S&S BVM6 ST-Line,2019,25000,Essence,120,5.3,Manuelle,4,6,5,74950,17500
Volvo,V40 T3 152 Geartronic 6 R-Design,2018,59000,Essence,129,5.5,Automatique,4,8,5,78300,19490
Mini,1.6 122 COOPER BV6,2013,111000,Essence,127,5.4,Manuelle,2,7,2,78630,8500
Auto,Z4 Roadster sDrive35i 306ch Sport Design,2010,78000,Essence,219,9.4,Manuelle,2,21,2,83170,32900
Auto,118d 150 ch Urban Chic A,2016,78000,Diesel,105,4.0,Automatique,2,7,5,82410,19590
Fiat,Tipo Station Wagon 1.4 95 ch Easy,2019,8500,Essence,129,6.4,Manuelle,4,6,5,54000,13000
Audi,TT 1.8T Design Edition,2006,87000,Essence,199,8.2,Manuelle,2,10,2,75015,11500
Renault,Scenic dCi 110 Energy Hybrid Assist Business,2017,75000,Hybride,94,3.6,Manuelle,4,5,5,62000,15950
Renault,Clio dCi 110 Energy Intens,2018,21000,Diesel,90,3.5,Manuelle,4,5,5,74000,14000
Ford,Focus 1.6i Ghia,1999,207000,Essence,165,6.9,Manuelle,4,6,5,89000,1190
Peugeot,3008 1.6 HDi 112ch FAP Business Pack,2012,146000,Diesel,130,5.0,Manuelle,4,6,5,16590,6700
Renault,Captur TCe 120 Energy Intens,2018,19000,Essence,125,5.5,Manuelle,4,6,5,74240,13700
Peugeot,3008 HYbrid4 2.0 HDi 163ch FAP BMP6 + Electric 37ch Limited Edition,2012,222500,Hybride,104,null,Semi automatique,4,8,5,83000,11500
Opel,Kadett Cabriolet 1.4 S Fashion,1991,37800,Essence,null,null,Manuelle,2,6,4,53340,3900
Mini,Mini Clubman Cooper 136 ch,2016,62800,Essence,118,5.1,Manuelle,4,7,5,38270,15650
Peugeot,807 2.0 HDi 16V 136ch FAP Navteq on board,2007,260000,Diesel,188,7.1,Manuelle,4,9,5,52000,3000
FORD,PILAR HT LTD.,1978,92587,Essence,null,null,Automatique,4,null,6,59230,14000
Dacia,Duster Blue dCi 115 4x2 Confort,2019,3000,Diesel,null,null,Manuelle,4,6,5,45110,17900
Auto,405 1.9 DT Style,1994,220000,Diesel,null,null,Manuelle,4,6,5,68440,200
Peugeot,1007 1.6e 16V 110ch 2-Tronic Sporty,2007,130000,Essence,156,6.6,Semi automatique,2,6,5,22150,4200
Renault,25 Tbo D,1989,220000,Diesel,null,null,Manuelle,4,6,5,52300,300
Auto,406 Coupé 2.0i,1999,268000,Essence,197,8.3,Manuelle,2,9,4,47350,2300
BMW,635 CSi,1986,145000,Essence,null,null,Manuelle,2,20,4,56400,32000
Auto,Grand C4 Picasso BlueHDi 120 S&S EAT6 Feel,2017,62000,Diesel,106,4.0,Automatique,4,6,7,56310,18000
Dacia,Sandero 1.4 MPI 75 GPL eco2,2010,138,GPL ou GNL,153,6.5,Manuelle,4,5,5,58640,3000
Volkswagen,Golf 2.0 TSI 270 R 4Motion DSG6,2012,87000,Essence,195,8.4,Semi automatique,4,17,5,45120,22000
Volkswagen,Eos 2.0 16S FSI 150,2007,168500,Essence,198,8.4,Manuelle,2,9,4,91300,5000
Audi,A3 Berline 2.0 TDI 150,2016,85400,Diesel,108,4.1,Manuelle,4,7,5,87260,17500
Peugeot,208 1.6 BlueHDi 75ch BVM5 Urban Soul,2015,105000,Diesel,90,3.5,Manuelle,4,4,5,90300,9000
Mercedes,Classe A 45 Mercedes-AMG A Speedshift DCT 4-Matic,2017,86900,Essence,162,6.9,Automatique,4,26,5,84000,37900
Opel,Astra 1.6 CDTI 110 ch Business Edition,2016,22500,Diesel,93,3.5,Manuelle,4,5,5,91120,14000
Citroën,Berlingo HDi 90 FAP Multispace Pack,2011,286000,Diesel,139,5.3,Manuelle,4,5,5,67110,4500
Toyota,Land Cruiser SW 4.7i V8 VXE A,2006,152000,Essence,387,16.3,Automatique,4,19,7,34990,32000
Citroën,Saxo 1.1,2002,132400,Essence,145,6.1,Manuelle,2,4,5,49100,1700
Mercedes,E 220 CDI Classic  A,2005,170000,Diesel,177,6.7,Automatique,4,9,5,83440,4700
FIAT,850 SPORT SPIDER,1971,31000,Essence,null,null,Manuelle,2,null,2,vendeur,16700
Nissan,Leaf Electrique Acenta,2015,60000,Electrique,null,null,Automatique,4,3,5,34070,10530
Fiat,Panda 1.2 69 ch Lounge,2018,14900,Essence,124,null,Manuelle,4,4,5,10000,9600
Auto,A3 Berline 2.0 TDI 150 Quattro,2016,49000,Diesel,124,4.7,Manuelle,4,8,5,25150,24000
Audi,A4 1.9 TDI Ambiente DPF,2006,220000,Diesel,154,5.7,Manuelle,4,7,5,83330,3900
Volkswagen,Golf Cabriolet 1.8 90ch Classic Line Cuir A,1993,173000,Essence,null,null,Automatique,2,8,4,66530,14000
Citroën,DS3 Crossback PureTech 130 S&S EAT8 Grand Chic,2019,4750,Essence,109,4.8,Automatique,4,6,5,68120,26490
Mercedes,CLK Cab 200 K Elégance A,2002,184000,Essence,230,9.6,Automatique,2,11,4,16500,7300
Renault,9 GTL,1985,167000,Essence,null,null,Manuelle,4,7,5,74600,1200
Jaguar,XJR 4.0 A,1999,126000,Essence,null,null,Automatique,4,21,5,11000,8400
Peugeot,306 1.9 D Profil,1996,161120,Diesel,null,null,Manuelle,4,6,5,92000,1200
Mini,Mini Cooper S 192 ch Edition Seven,2016,26500,Essence,139,6.0,Manuelle,4,11,5,64000,22300
Auto,A6 Allroad Quattro V6 3.0 TDI 272 S Tronic Ambition Luxe,2019,50100,Diesel,149,5.6,Automatique,4,16,5,57100,42900
Austin,METRO COMMERCIALE,1989,44000,Essence,null,null,Manuelle,2,6,2,13200,22800
Chevrolet,Rezzo 2.0 CDX,2007,125000,Essence,236,9.0,Manuelle,4,9,4,74100,3500
Peugeot,2008 1.2 PureTech 110ch S&S BVM5 Crossway,2017,47000,Essence,103,4.4,Manuelle,4,5,5,75010,14500
Auto,Sovereign 4.0 A,1997,230000,Essence,null,null,Automatique,4,20,5,34300,10000
Seat,Altea XL 2.0 TDi FAP Gran Via,2007,86000,Diesel,159,6.0,Manuelle,4,8,5,66690,8000
Renault,Scenic dCi 110 Energy EDC Intens,2018,40000,Diesel,104,4.1,Automatique,4,5,5,76750,18000
PEUGEOT,204 cabriolet,1968,26700,Essence,null,null,Manuelle,2,null,2,vendeur,18750
Hyundai,i30 SW 1.6 CRDi 115 DCT-7 Business,2017,40000,Diesel,null,null,Automatique,4,6,5,44140,16500
Auto,Scenic 2.0 dCi 150 Euro 4 Confort Dynamique,2006,183000,Diesel,154,5.8,Manuelle,4,8,5,67400,2990
Citroën,2 CV 6 Special,1989,92000,Essence,null,null,Manuelle,4,3,5,38370,10500
Ford,C-MAX 1.6 TDCI 115 FAP Titanium,2011,145000,Diesel,117,4.5,Manuelle,4,6,5,91300,6550
Audi,A4 Avant 2.5 TDI - 163 Advance Edition,2004,210000,Diesel,186,6.9,Manuelle,4,10,5,93800,3900
Citroën,ZX 1.9 D Aura,1991,359374,Diesel,null,null,Manuelle,4,6,5,82210,1300
Renault,Mégane Estate III 1.5 dCi 110 FAP eco2 Bose EDC,2015,73420,Diesel,110,4.2,Automatique,4,6,5,77300,9900
Auto,Mini Cooper 136 ch,2017,155000,Essence,105,4.5,Manuelle,2,7,4,18200,11500
Auto,508 2.0 HDi 160ch FAP BVM6 Allure,2014,95784,Diesel,119,4.6,Manuelle,4,8,5,11600,11500
BMW,120d 177 ch Edition Sport,2011,185200,Diesel,125,4.7,Manuelle,4,9,5,78280,7700
Auto,V50 2.0D - 136 Feeling,2007,416000,Diesel,153,5.8,Manuelle,4,8,5,64500,3000
Lancia,Thesis 2.4 20v JTD Emblema Comfortronic A,2004,110000,Diesel,234,8.8,Automatique,4,12,5,67590,5250
Renault,Clio TCe 100 Intens,2020,5000,Essence,null,null,Manuelle,4,5,5,97229,13450
Citroën,DS3 Cabriolet THP 155 Sport Chic,2013,58000,Essence,137,5.9,Manuelle,2,8,4,57520,11500
Mercedes,Classe C Break 320 CDI Avantgarde 4-Matic A,2009,293000,Diesel,200,7.7,Automatique,4,14,5,67100,7800
Renault,Captur Blue dCi 115 Intens,2020,4000,Diesel,null,null,Manuelle,4,6,5,72190,22700
JAGUAR,F-type S,2014,47000,Essence,209,12,Automatique,2,null,2,68360,49000
LANCIA,ORO,2005,186000,Essence,142,null,Manuelle,2,null,4,58000,1300
Renault,Clio Estate IV dCi 90 Energy eco2 Dynamique 90g,2013,86560,Diesel,90,3.4,Manuelle,4,4,5,34000,8595
Citroën,C3 1.4i Exclusive,2003,191000,Essence,145,6.1,Manuelle,4,5,5,91390,2600
Auto,ML 320 CDI A,2009,205000,Diesel,249,9.4,Automatique,4,15,5,82000,15000
Opel,Astra Cabriolet 2.2 DTi 16V 90ème Anniversaire,2003,154440,Diesel,164,6.1,Manuelle,2,8,4,83440,5500
Peugeot,207 1.6 THP 16V 150ch Premium Pack,2008,30000,Essence,164,7.0,Manuelle,2,9,5,25550,9000
Auto,300 E A,1992,346000,Essence,null,null,Automatique,4,20,5,65500,3700
Auto,Espace 2.1 TD Cyclade,1996,200000,Diesel,null,null,Manuelle,4,6,5,42430,500
Citroën,C3 BlueHDi 100 79g Confort Business,2015,null,Diesel,79,3.0,Manuelle,4,4,5,59190,8500
Auto,Sandero TCe 90 Confort,2019,10235,Essence,115,5.1,Manuelle,4,5,5,30130,12400
Auto,108 1.0 VTi 68ch BVM5 Style,2018,22500,Essence,95,4.1,Manuelle,4,4,4,17290,8800
Citroën,C3 PureTech 83 S&S BVM5 C-Series,2020,4000,Essence,null,null,Manuelle,4,4,5,71990,15000
Renault,Twingo III 1.0 SCe 70 BC Zen,2018,23000,Essence,112,5.0,Manuelle,4,4,4,44860,7500
Renault,5 TL,1980,114000,Essence,null,null,Manuelle,4,4,5,91150,6450
Mercedes,C 200 CDI - 115 Avantgarde,2002,230000,Diesel,167,6.3,Manuelle,4,7,5,42100,1000
Peugeot,206+ 1.4 HDi 70ch BLUE LION Pack Limited,2010,135000,Diesel,110,4.2,Manuelle,4,4,5,27130,4990
Renault,Captur dCi 90 Intens EDC,2014,54000,Diesel,103,3.9,Automatique,4,5,5,18000,11990
Dacia,Logan 1.6 Lauréate,2006,148000,Essence,175,7.3,Manuelle,4,6,5,75001,1500
Renault,Twingo III SCe 75 Le coq sportif,2020,5500,Essence,100,4.4,Manuelle,4,4,4,vendeur,13190
Ford,Galaxy II 1.8 TDCi 125 Ghia,2008,181000,Diesel,166,6.3,Manuelle,4,7,5,21000,4600
Saab,9-3 2.2 TiD Arc,2003,100000,Diesel,174,6.6,Manuelle,4,7,5,59200,1100
Auto,Scenic 1.9 dCi 120 Confort Authentique,2005,120000,Diesel,154,5.8,Manuelle,4,7,5,69200,2200
BMW,535d Luxe A,2010,200000,Diesel,178,6.7,Automatique,4,18,5,68100,21500
PEUGEOT,null,2018,13400,Diesel,97,3.7,Manuelle,4,null,5,59100,16990
Mercedes,CLK 200 Elégance A,1997,131000,Essence,null,9.6,Automatique,2,11,4,01360,5500
Renault,19 Cabriolet 1.7i,1992,100000,Essence,null,null,Manuelle,2,9,4,vendeur,6500
Audi,A6 Avant 2.5 TDI V6 - 180 Pack Quattro Tiptronic A,2003,256000,Diesel,230,8.5,Automatique,4,12,5,74210,800
Peugeot,5008 1.6 BlueHDi 120ch S&S BVM6 7 Places Allure,2017,131850,Diesel,113,4.3,Manuelle,4,6,7,86000,11500
Seat,Leon 1.6 TDI 105 FAP CR GOOD STUFF Ecomotive,2010,185000,Diesel,109,4.2,Manuelle,4,5,5,91380,5999
Auto,Passat 2.0 TDI 140 CR FAP BlueMotion Technology Carat,2014,81200,Diesel,119,4.6,Manuelle,4,7,5,45250,13000
Infiniti,FX30d 3.0D V6 GT A,2011,135000,Diesel,238,9.0,Automatique,4,16,5,91420,18900
AUDI,A8 2.5 V6 TDI - 180 Pack,2000,257000,Diesel,193,7.2,Manuelle,4,11,5,67230,9000
Audi,Q5 V6 3.0 TDI 240 DPF Quattro Avus S tronic 7,2009,250000,Diesel,199,7.5,Semi automatique,4,15,5,35000,19000
Audi,A6 3.0 V6 TDi Quattro Ambition Luxe Tiptronic A,2004,240000,Diesel,229,8.5,Automatique,4,15,5,35000,9100
Mercedes,Classe E 280 CDI Avantgarde A,2007,355600,Diesel,199,7.5,Automatique,4,12,5,01120,7000
Renault,Zoe Q90 Intens,2018,31000,Electrique,null,null,Automatique,4,1,5,74160,15500
Auto,Clio TCe 90 Trend,2017,32500,Essence,114,5.0,Manuelle,4,5,5,27600,11000
Jeep,Renegade 2.0 I MultiJet S&S 140 ch 4x4 Limited,2014,17625,Diesel,134,5.1,Manuelle,4,8,5,09100,25000
Citroën,Axel 1.2 TRS,1937,66000,Essence,null,null,Manuelle,2,7,5,01210,15000
Porsche,Panamera V6 3.0D 250 Tiptronic S,2013,135000,Diesel,172,6.5,Automatique,4,15,4,59300,30500
Auto,Passat 1.6 Tbo D C Touring,1987,462000,Diesel,null,null,Manuelle,4,5,5,56240,300
Mercedes,E240 Elégance,1997,220000,Essence,245,10.3,Manuelle,4,12,5,81000,1750
BMW,120d 190 ch Urban Chic A,2016,129000,Diesel,109,4.1,Automatique,4,10,5,12000,17000
Auto,GOLF ENTREPRISE 1.6 TDI 90 FAP CR CONFORTLINE,2009,2010,Diesel,118,4.5,Manuelle,2,6,2,78410,5000
Mercedes,190 E 2.0,1986,360000,Essence,null,null,Manuelle,4,7,5,81490,2000
Fiat,Punto 80 16V ELX,2000,199900,Essence,142,6.0,Manuelle,2,5,5,80000,40
Peugeot,3008 1.6 HDi 16V 110ch FAP Premium,2010,236000,Diesel,137,5.1,Manuelle,4,6,5,93600,6899
Mercedes,500 SEC,1983,190000,Essence,null,null,Automatique,4,34,5,69350,15000
Mazda,626 2.0 Sup. Spec.,1985,68390,Essence,null,null,Manuelle,4,9,5,83000,2500
Mercedes,ML 270 CDI A,2005,224000,Diesel,241,9.1,Automatique,4,11,5,59460,5100
Saab,900 Coupé 2.0i 16V Série Spéciale,1992,185000,Essence,null,null,Manuelle,2,9,5,vendeur,12500
Peugeot,305 GL,1982,87700,Essence,null,null,Manuelle,4,7,5,45230,3000
Renault,Talisman Estate dCi 110 Energy ECO2 Life,2016,91000,Diesel,98,3.7,Manuelle,4,5,5,69390,12500
Mini,Mini 1.6 D - 110 Cooper,2008,175000,Diesel,104,3.9,Manuelle,2,5,4,06200,4500
Auto,605 2.5 DT Exécutive,1998,250000,Diesel,null,null,Manuelle,4,8,5,46200,3500
